Data Venda;Canal de Venda;Local de Venda;PAX;Monetário Vendido;RPK;Preço Jet Fuel;Taxa de Desemprego Brasil
23/11/2016;Porta a Porta;Mindscape;724;29110,9;81298;1,36;9.5
23/11/2016;Telégrafo;Vast;52;2197,88;2475;1,36;9.5
24/11/2016;Porta a Porta;Mindscape;733;31067,35;84740;1,36;9.5
24/11/2016;Porta a Porta;Arena;803;42232,5;114178;1,36;9.5
24/11/2016;TeleVenda;Ellipsis;247;14804,7;15757;1,36;9.5
24/11/2016;TeleVenda;Ellipsis;1481;43531,63;81592;1,36;9.5
24/11/2016;TeleVenda;Mindscape;1508;63652,66;178306;1,36;9.5
24/11/2016;Telégrafo;Arena;91;6471,55;12780;1,36;9.5
24/11/2016;Telégrafo;Vast;54;3157,81;2818;1,36;9.5
24/11/2016;Telégrafo;Mindscape;67;5188,02;8203;1,36;9.5
24/11/2016;Porta a Porta;Vast;983;26895,42;45721;1,36;9.5
24/11/2016;TeleVenda;Arena;1735;77362,28;257202;1,36;9.5
24/11/2016;TeleVenda;Vast;1917;62400,68;90324;1,36;9.5
24/11/2016;TeleVenda;Vast;291;19078,36;14445;1,36;9.5
24/11/2016;TeleVenda;Mindscape;132;9887,99;16186;1,36;9.5
24/11/2016;Telégrafo;Ellipsis;34;1845,84;1881;1,36;9.5
24/11/2016;Porta a Porta;Ellipsis;786;25069,95;43035;1,36;9.5
24/11/2016;TeleVenda;Arena;188;14979,44;29339;1,36;9.5
25/11/2016;TeleVenda;Mindscape;1351;52777,65;162440;1,36;9.5
25/11/2016;TeleVenda;Mindscape;130;9769,77;15440;1,36;9.5
25/11/2016;Telégrafo;Mindscape;69;5680,5;7986;1,36;9.5
25/11/2016;TeleVenda;Ellipsis;1246;33736,19;70488;1,36;9.5
25/11/2016;Telégrafo;Arena;102;7888,56;14114;1,36;9.5
25/11/2016;Porta a Porta;Mindscape;774;30417,24;87418;1,36;9.5
25/11/2016;Telégrafo;Ellipsis;52;2878,65;2951;1,36;9.5
25/11/2016;TeleVenda;Vast;265;16714,17;13224;1,36;9.5
25/11/2016;Telégrafo;Vast;46;1824,66;2154;1,36;9.5
25/11/2016;TeleVenda;Arena;174;13474,04;26539;1,36;9.5
25/11/2016;TeleVenda;Ellipsis;252;15416,2;15238;1,36;9.5
25/11/2016;TeleVenda;Arena;1691;70796,55;254160;1,36;9.5
25/11/2016;Porta a Porta;Vast;1016;24011,47;45839;1,36;9.5
25/11/2016;Porta a Porta;Ellipsis;767;22448,57;41688;1,36;9.5
25/11/2016;TeleVenda;Vast;1460;41126,5;69048;1,36;9.5
25/11/2016;Porta a Porta;Arena;970;47878,1;144350;1,36;9.5
26/11/2016;Porta a Porta;Arena;827;42740,28;120259;1,36;9.5
26/11/2016;Telégrafo;Ellipsis;51;2321,44;2916;1,36;9.5
26/11/2016;Porta a Porta;Ellipsis;751;23306,97;40795;1,36;9.5
26/11/2016;Telégrafo;Mindscape;81;8196,76;9524;1,36;9.5
26/11/2016;TeleVenda;Vast;253;16405,42;12429;1,36;9.5
26/11/2016;TeleVenda;Arena;1784;78317,57;265441;1,36;9.5
26/11/2016;TeleVenda;Ellipsis;230;13345,09;14332;1,36;9.5
26/11/2016;TeleVenda;Mindscape;1383;56004,97;164653;1,36;9.5
26/11/2016;TeleVenda;Mindscape;124;9221,68;15641;1,36;9.5
26/11/2016;TeleVenda;Ellipsis;1329;41207,93;74510;1,36;9.5
26/11/2016;Telégrafo;Arena;105;6151,45;14264;1,36;9.5
26/11/2016;TeleVenda;Arena;177;14185,86;26944;1,36;9.5
26/11/2016;Porta a Porta;Mindscape;817;31935,91;94535;1,36;9.5
26/11/2016;Telégrafo;Vast;54;2955,35;2560;1,36;9.5
26/11/2016;Porta a Porta;Vast;943;24456,34;42795;1,36;9.5
26/11/2016;TeleVenda;Vast;1631;54662,78;76149;1,36;9.5
27/11/2016;TeleVenda;Arena;182;13635,92;27441;1,36;9.5
27/11/2016;Porta a Porta;Vast;755;22377,78;34648;1,36;9.5
27/11/2016;TeleVenda;Mindscape;1503;65080,96;180306;1,36;9.5
27/11/2016;Telégrafo;Vast;50;2745,99;2257;1,36;9.5
27/11/2016;TeleVenda;Mindscape;106;7587,17;12855;1,36;9.5
27/11/2016;TeleVenda;Vast;1795;62136,63;83149;1,36;9.5
27/11/2016;TeleVenda;Ellipsis;1382;45715,59;77013;1,36;9.5
27/11/2016;Telégrafo;Ellipsis;48;2732,92;2756;1,36;9.5
27/11/2016;Telégrafo;Arena;120;8612,07;16894;1,36;9.5
27/11/2016;Telégrafo;Mindscape;88;8090,01;9079;1,36;9.5
27/11/2016;TeleVenda;Arena;1808;80897,47;270467;1,36;9.5
27/11/2016;TeleVenda;Vast;307;18865,83;14984;1,36;9.5
27/11/2016;TeleVenda;Ellipsis;241;15737,01;15201;1,36;9.5
27/11/2016;Porta a Porta;Arena;805;40929,33;114614;1,36;9.5
27/11/2016;Porta a Porta;Mindscape;727;29214,59;84703;1,36;9.5
27/11/2016;Porta a Porta;Ellipsis;635;19890,53;35725;1,36;9.5
28/11/2016;TeleVenda;Ellipsis;785;16929,07;44726;1,36;9.5
28/11/2016;TeleVenda;Mindscape;46;2677,74;5630;1,36;9.5
28/11/2016;TeleVenda;Ellipsis;137;7619,5;9189;1,36;9.5
28/11/2016;Telégrafo;Ellipsis;34;1801,86;2097;1,36;9.5
28/11/2016;Porta a Porta;Mindscape;623;21360,95;70122;1,36;9.5
28/11/2016;Porta a Porta;Vast;824;17142,13;40526;1,36;9.5
28/11/2016;Telégrafo;Mindscape;53;4200,83;6803;1,36;9.5
28/11/2016;TeleVenda;Arena;86;6212,14;13233;1,36;9.5
28/11/2016;TeleVenda;Vast;106;5547,61;5181;1,36;9.5
28/11/2016;TeleVenda;Arena;1140;40967,55;165998;1,36;9.5
28/11/2016;Telégrafo;Vast;58;2304,49;2529;1,36;9.5
28/11/2016;Porta a Porta;Ellipsis;607;15027,59;32750;1,36;9.5
28/11/2016;TeleVenda;Vast;963;18432,79;47527;1,36;9.5
28/11/2016;Porta a Porta;Arena;683;32223,55;95128;1,36;9.5
28/11/2016;Telégrafo;Arena;92;6482;13211;1,36;9.5
28/11/2016;TeleVenda;Mindscape;835;24403,07;100962;1,36;9.5
29/11/2016;Porta a Porta;Arena;760;35205,38;100477;1,36;9.5
29/11/2016;TeleVenda;Arena;83;4959,65;12109;1,36;9.5
29/11/2016;TeleVenda;Mindscape;63;3726,42;7983;1,36;9.5
29/11/2016;Telégrafo;Arena;76;5423,17;10173;1,36;9.5
29/11/2016;TeleVenda;Arena;983;32805,65;138489;1,36;9.5
29/11/2016;TeleVenda;Ellipsis;80;3939,38;4825;1,36;9.5
29/11/2016;Porta a Porta;Vast;1142;22002,23;53041;1,36;9.5
29/11/2016;TeleVenda;Ellipsis;805;15730,23;45078;1,36;9.5
29/11/2016;Telégrafo;Mindscape;35;1821,2;4247;1,36;9.5
29/11/2016;Porta a Porta;Mindscape;651;22117,62;71964;1,36;9.5
29/11/2016;TeleVenda;Vast;1034;18291,18;48213;1,36;9.5
29/11/2016;TeleVenda;Vast;89;4595,39;3996;1,36;9.5
29/11/2016;Telégrafo;Ellipsis;33;1612,58;1965;1,36;9.5
29/11/2016;TeleVenda;Mindscape;722;19203,16;84071;1,36;9.5
29/11/2016;Porta a Porta;Ellipsis;765;18468,78;41742;1,36;9.5
29/11/2016;Telégrafo;Vast;40;2032,9;1992;1,36;9.5
30/11/2016;TeleVenda;Mindscape;139;9314,32;16900;1,36;9.5
30/11/2016;Porta a Porta;Ellipsis;841;24637,82;45830;1,36;9.5
30/11/2016;TeleVenda;Mindscape;1458;60070,51;172118;1,36;9.5
30/11/2016;Telégrafo;Mindscape;58;4982,78;6880;1,36;9.5
30/11/2016;TeleVenda;Arena;203;15782,01;30747;1,36;9.5
30/11/2016;Porta a Porta;Vast;1208;29513,44;54534;1,36;9.5
30/11/2016;TeleVenda;Ellipsis;273;17557,13;16854;1,36;9.5
30/11/2016;TeleVenda;Arena;1855;80163,01;272287;1,36;9.5
30/11/2016;Telégrafo;Ellipsis;54;3987,7;3084;1,36;9.5
30/11/2016;TeleVenda;Vast;308;19634,05;15217;1,36;9.5
30/11/2016;Telégrafo;Arena;105;6800,15;14894;1,36;9.5
30/11/2016;Telégrafo;Vast;62;2455,67;2905;1,36;9.5
30/11/2016;TeleVenda;Ellipsis;1486;43405,8;82677;1,36;9.5
30/11/2016;Porta a Porta;Arena;892;44508,38;124094;1,36;9.5
30/11/2016;TeleVenda;Vast;1984;61257,85;91472;1,36;9.5
30/11/2016;Porta a Porta;Mindscape;809;30542,34;89252;1,36;9.5
01/12/2016;Porta a Porta;Vast;1160;29348,22;53613;1,49;9.5
01/12/2016;TeleVenda;Arena;201;14474,44;30274;1,49;9.5
01/12/2016;Porta a Porta;Arena;885;46055,38;128666;1,49;9.5
01/12/2016;TeleVenda;Ellipsis;1344;39935,35;75266;1,49;9.5
01/12/2016;Porta a Porta;Ellipsis;757;23048,92;40974;1,49;9.5
01/12/2016;TeleVenda;Vast;375;25680,05;16901;1,49;9.5
01/12/2016;Telégrafo;Arena;109;7181,84;16046;1,49;9.5
01/12/2016;TeleVenda;Mindscape;133;8344,81;17181;1,49;9.5
01/12/2016;Telégrafo;Mindscape;58;4426,95;7798;1,49;9.5
01/12/2016;TeleVenda;Mindscape;1511;59677,64;178531;1,49;9.5
01/12/2016;Telégrafo;Vast;59;2685,96;2767;1,49;9.5
01/12/2016;TeleVenda;Ellipsis;241;15158,41;14434;1,49;9.5
01/12/2016;TeleVenda;Vast;1977;60703,32;92707;1,49;9.5
01/12/2016;TeleVenda;Arena;1776;77432,43;262628;1,49;9.5
01/12/2016;Telégrafo;Ellipsis;46;1993,62;2901;1,49;9.5
01/12/2016;Porta a Porta;Mindscape;817;30914,94;92201;1,49;9.5
02/12/2016;TeleVenda;Ellipsis;239;15208,93;14270;1,49;9.5
02/12/2016;TeleVenda;Vast;1912;59420,24;87900;1,49;9.5
02/12/2016;Porta a Porta;Ellipsis;837;25130,52;45393;1,49;9.5
02/12/2016;TeleVenda;Ellipsis;1409;41519,51;78988;1,49;9.5
02/12/2016;TeleVenda;Mindscape;1506;59754,3;178281;1,49;9.5
02/12/2016;Telégrafo;Vast;62;3287,4;2783;1,49;9.5
02/12/2016;TeleVenda;Vast;275;17568,24;13209;1,49;9.5
02/12/2016;Porta a Porta;Arena;971;46884,99;135164;1,49;9.5
02/12/2016;Telégrafo;Arena;102;6876,2;14342;1,49;9.5
02/12/2016;TeleVenda;Arena;1854;80071,59;270616;1,49;9.5
02/12/2016;TeleVenda;Arena;194;13904,62;29541;1,49;9.5
02/12/2016;Porta a Porta;Mindscape;850;33065,56;98763;1,49;9.5
02/12/2016;Porta a Porta;Vast;1062;27731,17;49595;1,49;9.5
02/12/2016;Telégrafo;Mindscape;92;9099,46;10153;1,49;9.5
02/12/2016;Telégrafo;Ellipsis;53;2512,75;3027;1,49;9.5
02/12/2016;TeleVenda;Mindscape;121;7395,02;14981;1,49;9.5
03/12/2016;TeleVenda;Arena;179;13759,96;27204;1,49;9.5
03/12/2016;Telégrafo;Arena;120;7403,77;17178;1,49;9.5
03/12/2016;Porta a Porta;Mindscape;848;31001,76;95079;1,49;9.5
03/12/2016;Porta a Porta;Ellipsis;809;24604,8;44001;1,49;9.5
03/12/2016;TeleVenda;Ellipsis;1310;38550,72;71002;1,49;9.5
03/12/2016;TeleVenda;Ellipsis;199;11621,2;11980;1,49;9.5
03/12/2016;TeleVenda;Mindscape;1444;57606,6;170068;1,49;9.5
03/12/2016;Telégrafo;Ellipsis;49;2450,45;2812;1,49;9.5
03/12/2016;Telégrafo;Vast;74;7679,28;3022;1,49;9.5
03/12/2016;TeleVenda;Arena;1823;75304,15;268393;1,49;9.5
03/12/2016;TeleVenda;Vast;1677;51674,27;75038;1,49;9.5
03/12/2016;TeleVenda;Mindscape;115;8455,56;15026;1,49;9.5
03/12/2016;Telégrafo;Mindscape;67;4983,94;8370;1,49;9.5
03/12/2016;Porta a Porta;Vast;953;25839,26;42560;1,49;9.5
03/12/2016;Porta a Porta;Arena;1034;48249,14;148055;1,49;9.5
03/12/2016;TeleVenda;Vast;275;18537,56;13054;1,49;9.5
04/12/2016;TeleVenda;Arena;209;15602,39;31638;1,49;9.5
04/12/2016;Telégrafo;Vast;68;5122,66;3093;1,49;9.5
04/12/2016;Telégrafo;Arena;105;6729,34;14936;1,49;9.5
04/12/2016;TeleVenda;Arena;1851;82616,57;274727;1,49;9.5
04/12/2016;Telégrafo;Mindscape;46;3130,73;6547;1,49;9.5
04/12/2016;Porta a Porta;Mindscape;784;31128,78;90472;1,49;9.5
04/12/2016;TeleVenda;Vast;1884;64196,91;86566;1,49;9.5
04/12/2016;Porta a Porta;Vast;870;24473,24;38556;1,49;9.5
04/12/2016;TeleVenda;Ellipsis;1407;44456,91;77538;1,49;9.5
04/12/2016;Porta a Porta;Ellipsis;727;21545,64;40107;1,49;9.5
04/12/2016;TeleVenda;Ellipsis;230;14074,93;14518;1,49;9.5
04/12/2016;TeleVenda;Vast;248;17413,99;11932;1,49;9.5
04/12/2016;TeleVenda;Mindscape;1499;64780,44;178855;1,49;9.5
04/12/2016;Telégrafo;Ellipsis;47;2264,01;2815;1,49;9.5
04/12/2016;TeleVenda;Mindscape;120;7938,96;13959;1,49;9.5
04/12/2016;Porta a Porta;Arena;919;42519,13;135055;1,49;9.5
05/12/2016;TeleVenda;Vast;122;5364,55;5546;1,49;9.5
05/12/2016;TeleVenda;Mindscape;62;3265,71;8224;1,49;9.5
05/12/2016;Porta a Porta;Ellipsis;591;14842,93;33100;1,49;9.5
05/12/2016;Porta a Porta;Vast;750;17665,48;34311;1,49;9.5
05/12/2016;Telégrafo;Mindscape;61;3772,47;7851;1,49;9.5
05/12/2016;TeleVenda;Ellipsis;759;15798,02;43563;1,49;9.5
05/12/2016;TeleVenda;Arena;113;6730,22;16693;1,49;9.5
05/12/2016;Porta a Porta;Mindscape;797;26060,49;91083;1,49;9.5
05/12/2016;Telégrafo;Arena;103;6013,02;14942;1,49;9.5
05/12/2016;TeleVenda;Arena;1409;47786,54;208584;1,49;9.5
05/12/2016;TeleVenda;Vast;935;18530,78;44082;1,49;9.5
05/12/2016;Porta a Porta;Arena;975;42059,58;138916;1,49;9.5
05/12/2016;Telégrafo;Vast;45;1979,47;1932;1,49;9.5
05/12/2016;TeleVenda;Ellipsis;104;6071,45;6534;1,49;9.5
05/12/2016;TeleVenda;Mindscape;973;26174,89;116594;1,49;9.5
05/12/2016;Telégrafo;Ellipsis;30;1648,5;1731;1,49;9.5
06/12/2016;TeleVenda;Ellipsis;95;5122,31;5611;1,49;9.5
06/12/2016;Porta a Porta;Vast;896;20658,89;40714;1,49;9.5
06/12/2016;Telégrafo;Ellipsis;40;4008,4;1985;1,49;9.5
06/12/2016;TeleVenda;Arena;1035;34349,47;150643;1,49;9.5
06/12/2016;TeleVenda;Ellipsis;711;14486,84;39655;1,49;9.5
06/12/2016;TeleVenda;Mindscape;759;19956,45;91805;1,49;9.5
06/12/2016;Telégrafo;Mindscape;37;2003,31;4650;1,49;9.5
06/12/2016;TeleVenda;Vast;112;5345,29;4929;1,49;9.5
06/12/2016;TeleVenda;Mindscape;36;1932,96;4385;1,49;9.5
06/12/2016;Porta a Porta;Arena;961;42467,93;135222;1,49;9.5
06/12/2016;Telégrafo;Arena;86;8814,14;12883;1,49;9.5
06/12/2016;Telégrafo;Vast;49;2097,1;2089;1,49;9.5
06/12/2016;TeleVenda;Vast;875;17566,96;41869;1,49;9.5
06/12/2016;TeleVenda;Arena;105;6466,01;15854;1,49;9.5
06/12/2016;Porta a Porta;Ellipsis;740;18743,37;42066;1,49;9.5
06/12/2016;Porta a Porta;Mindscape;807;26294,23;90941;1,49;9.5
07/12/2016;Porta a Porta;Vast;1213;31406,17;54486;1,49;9.5
07/12/2016;TeleVenda;Vast;313;19335,5;14908;1,49;9.5
07/12/2016;Telégrafo;Mindscape;76;5625,63;9382;1,49;9.5
07/12/2016;TeleVenda;Mindscape;128;9967,54;15897;1,49;9.5
07/12/2016;Porta a Porta;Ellipsis;872;26255,24;47889;1,49;9.5
07/12/2016;TeleVenda;Vast;2019;63580,12;91726;1,49;9.5
07/12/2016;TeleVenda;Arena;1789;77326,75;263526;1,49;9.5
07/12/2016;Telégrafo;Ellipsis;61;3025,47;3329;1,49;9.5
07/12/2016;Porta a Porta;Arena;924;44546,06;130811;1,49;9.5
07/12/2016;Telégrafo;Arena;112;8909,15;15797;1,49;9.5
07/12/2016;TeleVenda;Ellipsis;259;15855,82;15125;1,49;9.5
07/12/2016;TeleVenda;Arena;199;15814,01;31356;1,49;9.5
07/12/2016;TeleVenda;Ellipsis;1440;42896,46;78620;1,49;9.5
07/12/2016;TeleVenda;Mindscape;1579;63631,6;185282;1,49;9.5
07/12/2016;Porta a Porta;Mindscape;972;35335,03;111438;1,49;9.5
07/12/2016;Telégrafo;Vast;52;2038,29;2422;1,49;9.5
08/12/2016;TeleVenda;Mindscape;1519;64211,12;184252;1,49;9.5
08/12/2016;Porta a Porta;Arena;847;42516,62;122254;1,49;9.5
08/12/2016;Porta a Porta;Mindscape;853;32961,94;101379;1,49;9.5
08/12/2016;Telégrafo;Ellipsis;72;5086,87;4350;1,49;9.5
08/12/2016;TeleVenda;Ellipsis;250;15050,88;15442;1,49;9.5
08/12/2016;TeleVenda;Vast;2028;65839,09;92472;1,49;9.5
08/12/2016;TeleVenda;Arena;191;14931,58;29710;1,49;9.5
08/12/2016;Telégrafo;Mindscape;94;7989,62;11046;1,49;9.5
08/12/2016;Telégrafo;Vast;111;10411,51;4875;1,49;9.5
08/12/2016;TeleVenda;Ellipsis;1486;43861,48;81929;1,49;9.5
08/12/2016;TeleVenda;Mindscape;139;11476,25;17152;1,49;9.5
08/12/2016;TeleVenda;Vast;305;18420,08;14333;1,49;9.5
08/12/2016;Porta a Porta;Ellipsis;770;23456,64;42704;1,49;9.5
08/12/2016;Telégrafo;Arena;117;9679,68;15812;1,49;9.5
08/12/2016;Porta a Porta;Vast;1127;29717,77;51077;1,49;9.5
08/12/2016;TeleVenda;Arena;1681;72854,65;251269;1,49;9.5
09/12/2016;Telégrafo;Vast;65;2621,22;3102;1,49;9.5
09/12/2016;Telégrafo;Arena;120;7664,98;18008;1,49;9.5
09/12/2016;Porta a Porta;Mindscape;900;34561,02;108562;1,49;9.5
09/12/2016;Porta a Porta;Vast;1078;29193,91;49246;1,49;9.5
09/12/2016;Telégrafo;Ellipsis;55;2519,03;3144;1,49;9.5
09/12/2016;TeleVenda;Mindscape;1390;57329,09;167245;1,49;9.5
09/12/2016;TeleVenda;Vast;1821;60374,51;83213;1,49;9.5
09/12/2016;TeleVenda;Ellipsis;1353;41277,57;75863;1,49;9.5
09/12/2016;TeleVenda;Mindscape;143;9602,29;17716;1,49;9.5
09/12/2016;Porta a Porta;Ellipsis;799;24487,07;43512;1,49;9.5
09/12/2016;TeleVenda;Vast;294;18094,27;14229;1,49;9.5
09/12/2016;TeleVenda;Ellipsis;238;14655,58;14316;1,49;9.5
09/12/2016;TeleVenda;Arena;186;13561,96;28631;1,49;9.5
09/12/2016;Porta a Porta;Arena;969;46724,5;139486;1,49;9.5
09/12/2016;TeleVenda;Arena;1689;73125,85;252533;1,49;9.5
09/12/2016;Telégrafo;Mindscape;74;4874,3;9651;1,49;9.5
10/12/2016;Porta a Porta;Arena;1067;47283,51;149541;1,49;9.5
10/12/2016;Porta a Porta;Ellipsis;753;23136,59;41276;1,49;9.5
10/12/2016;TeleVenda;Arena;199;14854,87;30727;1,49;9.5
10/12/2016;TeleVenda;Ellipsis;243;14588,01;14181;1,49;9.5
10/12/2016;TeleVenda;Vast;286;17111,78;13326;1,49;9.5
10/12/2016;Telégrafo;Arena;103;8282,69;14663;1,49;9.5
10/12/2016;Porta a Porta;Vast;996;27055,97;46218;1,49;9.5
10/12/2016;Telégrafo;Vast;72;3599,85;3380;1,49;9.5
10/12/2016;Telégrafo;Ellipsis;61;3586,36;3198;1,49;9.5
10/12/2016;TeleVenda;Ellipsis;1275;39487,57;70757;1,49;9.5
10/12/2016;TeleVenda;Arena;1620;69306,53;241386;1,49;9.5
10/12/2016;Telégrafo;Mindscape;62;4467,48;8316;1,49;9.5
10/12/2016;Porta a Porta;Mindscape;882;33094,73;107592;1,49;9.5
10/12/2016;TeleVenda;Vast;1701;56599,23;78477;1,49;9.5
10/12/2016;TeleVenda;Mindscape;1330;57156,65;159857;1,49;9.5
10/12/2016;TeleVenda;Mindscape;117;7998,63;14567;1,49;9.5
11/12/2016;Porta a Porta;Arena;993;43480,33;147084;1,49;9.5
11/12/2016;Porta a Porta;Mindscape;904;32619,72;117593;1,49;9.5
11/12/2016;TeleVenda;Mindscape;105;7194,12;12593;1,49;9.5
11/12/2016;Telégrafo;Ellipsis;46;1742,67;2516;1,49;9.5
11/12/2016;Porta a Porta;Ellipsis;794;22614,88;43859;1,49;9.5
11/12/2016;TeleVenda;Mindscape;1529;64397,23;186932;1,49;9.5
11/12/2016;TeleVenda;Arena;1799;76344,24;271313;1,49;9.5
11/12/2016;Telégrafo;Vast;62;2481,78;2957;1,49;9.5
11/12/2016;TeleVenda;Ellipsis;1397;43133,08;78781;1,49;9.5
11/12/2016;Telégrafo;Mindscape;73;5251,45;8847;1,49;9.5
11/12/2016;Porta a Porta;Vast;964;25439,48;46288;1,49;9.5
11/12/2016;TeleVenda;Ellipsis;240;14280,43;13693;1,49;9.5
11/12/2016;Telégrafo;Arena;91;4601,4;12842;1,49;9.5
11/12/2016;TeleVenda;Arena;195;13726,99;29778;1,49;9.5
11/12/2016;TeleVenda;Vast;277;16261,48;12858;1,49;9.5
11/12/2016;TeleVenda;Vast;1842;63501,04;87634;1,49;9.5
12/12/2016;TeleVenda;Mindscape;69;3946,16;8100;1,49;9.5
12/12/2016;Porta a Porta;Mindscape;2492;62988,89;358874;1,49;9.5
12/12/2016;TeleVenda;Arena;2978;86895,87;465369;1,49;9.5
12/12/2016;Telégrafo;Arena;145;6620,6;21517;1,49;9.5
12/12/2016;Telégrafo;Mindscape;83;5246,72;11100;1,49;9.5
12/12/2016;TeleVenda;Ellipsis;1444;25000,05;87076;1,49;9.5
12/12/2016;Telégrafo;Ellipsis;58;2572,36;3407;1,49;9.5
12/12/2016;TeleVenda;Vast;142;7148,71;6526;1,49;9.5
12/12/2016;TeleVenda;Ellipsis;111;6363,58;6590;1,49;9.5
12/12/2016;TeleVenda;Arena;121;8290,43;18888;1,49;9.5
12/12/2016;TeleVenda;Vast;1631;25040,65;82737;1,49;9.5
12/12/2016;Porta a Porta;Ellipsis;1915;34036,11;111982;1,49;9.5
12/12/2016;Porta a Porta;Arena;3526;109286,8;533389;1,49;9.5
12/12/2016;Porta a Porta;Vast;2281;34746,98;118223;1,49;9.5
12/12/2016;Telégrafo;Vast;64;1772,34;3193;1,49;9.5
12/12/2016;TeleVenda;Mindscape;1968;50055,09;278619;1,49;9.5
13/12/2016;Porta a Porta;Vast;2714;39543,57;137873;1,49;9.5
13/12/2016;Porta a Porta;Ellipsis;1999;35184,14;111685;1,49;9.5
13/12/2016;TeleVenda;Arena;112;6875,56;16550;1,49;9.5
13/12/2016;Telégrafo;Vast;63;2115;3150;1,49;9.5
13/12/2016;TeleVenda;Mindscape;55;3312,21;6988;1,49;9.5
13/12/2016;TeleVenda;Ellipsis;1204;20666,04;68543;1,49;9.5
13/12/2016;Telégrafo;Arena;104;5532,44;15620;1,49;9.5
13/12/2016;TeleVenda;Vast;113;5758,24;4966;1,49;9.5
13/12/2016;Porta a Porta;Arena;2535;82621,55;372193;1,49;9.5
13/12/2016;TeleVenda;Vast;1621;24490,85;81708;1,49;9.5
13/12/2016;Telégrafo;Ellipsis;53;2162,16;3223;1,49;9.5
13/12/2016;TeleVenda;Ellipsis;102;6296,61;6113;1,49;9.5
13/12/2016;TeleVenda;Mindscape;1355;32483,86;179802;1,49;9.5
13/12/2016;Telégrafo;Mindscape;70;2840,36;9501;1,49;9.5
13/12/2016;TeleVenda;Arena;1869;54980,29;280241;1,49;9.5
13/12/2016;Porta a Porta;Mindscape;2219;56374,26;303305;1,49;9.5
14/12/2016;Porta a Porta;Mindscape;1489;46751,46;189592;1,49;9.5
14/12/2016;TeleVenda;Vast;309;19165,23;14776;1,49;9.5
14/12/2016;Telégrafo;Arena;97;6180,45;14034;1,49;9.5
14/12/2016;Telégrafo;Ellipsis;53;2074,19;3005;1,49;9.5
14/12/2016;TeleVenda;Vast;2157;66491,36;100551;1,49;9.5
14/12/2016;Porta a Porta;Vast;1922;38498,94;93934;1,49;9.5
14/12/2016;TeleVenda;Ellipsis;1672;47769,01;93992;1,49;9.5
14/12/2016;Telégrafo;Mindscape;73;4378,79;9315;1,49;9.5
14/12/2016;TeleVenda;Ellipsis;257;16496,06;15371;1,49;9.5
14/12/2016;Porta a Porta;Arena;1370;54555,34;196801;1,49;9.5
14/12/2016;TeleVenda;Mindscape;142;10301,66;17532;1,49;9.5
14/12/2016;TeleVenda;Mindscape;1602;63132,38;193436;1,49;9.5
14/12/2016;TeleVenda;Arena;1789;73187,1;268681;1,49;9.5
14/12/2016;Porta a Porta;Ellipsis;1405;33387,55;78969;1,49;9.5
14/12/2016;Telégrafo;Vast;66;3320,22;3533;1,49;9.5
14/12/2016;TeleVenda;Arena;202;14693,97;30730;1,49;9.5
15/12/2016;TeleVenda;Vast;325;18579,91;15442;1,49;9.5
15/12/2016;Telégrafo;Ellipsis;51;3515,95;3335;1,49;9.5
15/12/2016;Porta a Porta;Mindscape;804;30105,1;93789;1,49;9.5
15/12/2016;Telégrafo;Vast;65;3569,06;3115;1,49;9.5
15/12/2016;Telégrafo;Mindscape;112;10860,6;11917;1,49;9.5
15/12/2016;TeleVenda;Ellipsis;1289;39840,93;72327;1,49;9.5
15/12/2016;TeleVenda;Vast;1759;59357,74;80618;1,49;9.5
15/12/2016;TeleVenda;Mindscape;1355;56584,01;160450;1,49;9.5
15/12/2016;TeleVenda;Mindscape;132;8433,75;16041;1,49;9.5
15/12/2016;Porta a Porta;Vast;939;25441,79;43575;1,49;9.5
15/12/2016;TeleVenda;Ellipsis;245;13997,2;14958;1,49;9.5
15/12/2016;TeleVenda;Arena;1536;65779,9;231701;1,49;9.5
15/12/2016;Porta a Porta;Ellipsis;718;21685,26;39892;1,49;9.5
15/12/2016;Porta a Porta;Arena;778;38144,92;114118;1,49;9.5
15/12/2016;TeleVenda;Arena;206;13949,79;30733;1,49;9.5
15/12/2016;Telégrafo;Arena;72;4045,12;9897;1,49;9.5
16/12/2016;Telégrafo;Mindscape;68;5645,93;9546;1,49;9.5
16/12/2016;TeleVenda;Mindscape;116;7119,84;13486;1,49;9.5
16/12/2016;TeleVenda;Ellipsis;1274;38359,17;70586;1,49;9.5
16/12/2016;TeleVenda;Vast;1701;55749,99;79672;1,49;9.5
16/12/2016;Porta a Porta;Ellipsis;739;22375,65;39839;1,49;9.5
16/12/2016;TeleVenda;Arena;1395;57749,07;208613;1,49;9.5
16/12/2016;Porta a Porta;Arena;741;35558,98;107266;1,49;9.5
16/12/2016;Porta a Porta;Vast;926;25417,77;43975;1,49;9.5
16/12/2016;TeleVenda;Vast;312;19870,94;14988;1,49;9.5
16/12/2016;Telégrafo;Vast;71;4397,74;3392;1,49;9.5
16/12/2016;Telégrafo;Ellipsis;36;1599,29;2150;1,49;9.5
16/12/2016;Porta a Porta;Mindscape;790;30191,28;93551;1,49;9.5
16/12/2016;TeleVenda;Ellipsis;264;16605,98;15771;1,49;9.5
16/12/2016;TeleVenda;Mindscape;1243;49523,18;151085;1,49;9.5
