Data Venda;Canal de Venda;Local de Venda;PAX;Monetário Vendido;RPK
30/11/2016;Telégrafo;Mindscape;58;4982,78;6880
30/11/2016;TeleVenda;Arena;203;15782,01;30747
30/11/2016;Porta a Porta;Vast;1208;29513,44;54534
30/11/2016;TeleVenda;Ellipsis;273;17557,13;16854
30/11/2016;TeleVenda;Arena;1855;80163,01;272287
30/11/2016;Telégrafo;Ellipsis;54;3987,7;3084
30/11/2016;TeleVenda;Vast;308;19634,05;15217
30/11/2016;Telégrafo;Arena;105;6800,15;14894
30/11/2016;Telégrafo;Vast;62;2455,67;2905
30/11/2016;TeleVenda;Ellipsis;1486;43405,8;82677
30/11/2016;Porta a Porta;Arena;892;44508,38;124094
30/11/2016;TeleVenda;Vast;1984;61257,85;91472
30/11/2016;Porta a Porta;Mindscape;809;30542,34;89252
01/12/2016;Porta a Porta;Vast;1160;29348,22;53613
01/12/2016;TeleVenda;Arena;201;14474,44;30274
01/12/2016;Porta a Porta;Arena;885;46055,38;128666
01/12/2016;TeleVenda;Ellipsis;1344;39935,35;75266
01/12/2016;Porta a Porta;Ellipsis;757;23048,92;40974
01/12/2016;TeleVenda;Vast;375;25680,05;16901
01/12/2016;Telégrafo;Arena;109;7181,84;16046
01/12/2016;TeleVenda;Mindscape;133;8344,81;17181
01/12/2016;Telégrafo;Mindscape;58;4426,95;7798
01/12/2016;TeleVenda;Mindscape;1511;59677,64;178531
01/12/2016;Telégrafo;Vast;59;2685,96;2767
01/12/2016;TeleVenda;Ellipsis;241;15158,41;14434
01/12/2016;TeleVenda;Vast;1977;60703,32;92707
01/12/2016;TeleVenda;Arena;1776;77432,43;262628
01/12/2016;Telégrafo;Ellipsis;46;1993,62;2901
01/12/2016;Porta a Porta;Mindscape;817;30914,94;92201
02/12/2016;TeleVenda;Ellipsis;239;15208,93;14270
02/12/2016;TeleVenda;Vast;1912;59420,24;87900
02/12/2016;Porta a Porta;Ellipsis;837;25130,52;45393
02/12/2016;TeleVenda;Ellipsis;1409;41519,51;78988
02/12/2016;TeleVenda;Mindscape;1506;59754,3;178281
02/12/2016;Telégrafo;Vast;62;3287,4;2783
02/12/2016;TeleVenda;Vast;275;17568,24;13209
02/12/2016;Porta a Porta;Arena;971;46884,99;135164
02/12/2016;Telégrafo;Arena;102;6876,2;14342
02/12/2016;TeleVenda;Arena;1854;80071,59;270616
02/12/2016;TeleVenda;Arena;194;13904,62;29541
02/12/2016;Porta a Porta;Mindscape;850;33065,56;98763
02/12/2016;Porta a Porta;Vast;1062;27731,17;49595
02/12/2016;Telégrafo;Mindscape;92;9099,46;10153
02/12/2016;Telégrafo;Ellipsis;53;2512,75;3027
02/12/2016;TeleVenda;Mindscape;121;7395,02;14981
03/12/2016;TeleVenda;Arena;179;13759,96;27204
03/12/2016;Telégrafo;Arena;120;7403,77;17178
03/12/2016;Porta a Porta;Mindscape;848;31001,76;95079
03/12/2016;Porta a Porta;Ellipsis;809;24604,8;44001
03/12/2016;TeleVenda;Ellipsis;1310;38550,72;71002
03/12/2016;TeleVenda;Ellipsis;199;11621,2;11980
03/12/2016;TeleVenda;Mindscape;1444;57606,6;170068
03/12/2016;Telégrafo;Ellipsis;49;2450,45;2812
03/12/2016;Telégrafo;Vast;74;7679,28;3022
03/12/2016;TeleVenda;Arena;1823;75304,15;268393
03/12/2016;TeleVenda;Vast;1677;51674,27;75038
03/12/2016;TeleVenda;Mindscape;115;8455,56;15026
03/12/2016;Telégrafo;Mindscape;67;4983,94;8370
03/12/2016;Porta a Porta;Vast;953;25839,26;42560
03/12/2016;Porta a Porta;Arena;1034;48249,14;148055
03/12/2016;TeleVenda;Vast;275;18537,56;13054
04/12/2016;TeleVenda;Arena;209;15602,39;31638
04/12/2016;Telégrafo;Vast;68;5122,66;3093
04/12/2016;Telégrafo;Arena;105;6729,34;14936
04/12/2016;TeleVenda;Arena;1851;82616,57;274727
04/12/2016;Telégrafo;Mindscape;46;3130,73;6547
04/12/2016;Porta a Porta;Mindscape;784;31128,78;90472
04/12/2016;TeleVenda;Vast;1884;64196,91;86566
04/12/2016;Porta a Porta;Vast;870;24473,24;38556
04/12/2016;TeleVenda;Ellipsis;1407;44456,91;77538
04/12/2016;Porta a Porta;Ellipsis;727;21545,64;40107
04/12/2016;TeleVenda;Ellipsis;230;14074,93;14518
04/12/2016;TeleVenda;Vast;248;17413,99;11932
04/12/2016;TeleVenda;Mindscape;1499;64780,44;178855
04/12/2016;Telégrafo;Ellipsis;47;2264,01;2815
04/12/2016;TeleVenda;Mindscape;120;7938,96;13959
04/12/2016;Porta a Porta;Arena;919;42519,13;135055
05/12/2016;TeleVenda;Vast;122;5364,55;5546
05/12/2016;TeleVenda;Mindscape;62;3265,71;8224
05/12/2016;Porta a Porta;Ellipsis;591;14842,93;33100
05/12/2016;Porta a Porta;Vast;750;17665,48;34311
05/12/2016;Telégrafo;Mindscape;61;3772,47;7851
05/12/2016;TeleVenda;Ellipsis;759;15798,02;43563
05/12/2016;TeleVenda;Arena;113;6730,22;16693
05/12/2016;Porta a Porta;Mindscape;797;26060,49;91083
05/12/2016;Telégrafo;Arena;103;6013,02;14942
05/12/2016;TeleVenda;Arena;1409;47786,54;208584
05/12/2016;TeleVenda;Vast;935;18530,78;44082
05/12/2016;Porta a Porta;Arena;975;42059,58;138916
05/12/2016;Telégrafo;Vast;45;1979,47;1932
05/12/2016;TeleVenda;Ellipsis;104;6071,45;6534
05/12/2016;TeleVenda;Mindscape;973;26174,89;116594
05/12/2016;Telégrafo;Ellipsis;30;1648,5;1731
06/12/2016;TeleVenda;Ellipsis;95;5122,31;5611
06/12/2016;Porta a Porta;Vast;896;20658,89;40714
06/12/2016;Telégrafo;Ellipsis;40;4008,4;1985
06/12/2016;TeleVenda;Arena;1035;34349,47;150643
06/12/2016;TeleVenda;Ellipsis;711;14486,84;39655
06/12/2016;TeleVenda;Mindscape;759;19956,45;91805
06/12/2016;Telégrafo;Mindscape;37;2003,31;4650
06/12/2016;TeleVenda;Vast;112;5345,29;4929
06/12/2016;TeleVenda;Mindscape;36;1932,96;4385
06/12/2016;Porta a Porta;Arena;961;42467,93;135222
06/12/2016;Telégrafo;Arena;86;8814,14;12883
06/12/2016;Telégrafo;Vast;49;2097,1;2089
06/12/2016;TeleVenda;Vast;875;17566,96;41869
06/12/2016;TeleVenda;Arena;105;6466,01;15854
06/12/2016;Porta a Porta;Ellipsis;740;18743,37;42066
06/12/2016;Porta a Porta;Mindscape;807;26294,23;90941
07/12/2016;Porta a Porta;Vast;1213;31406,17;54486
07/12/2016;TeleVenda;Vast;313;19335,5;14908
07/12/2016;Telégrafo;Mindscape;76;5625,63;9382
07/12/2016;TeleVenda;Mindscape;128;9967,54;15897
07/12/2016;Porta a Porta;Ellipsis;872;26255,24;47889
07/12/2016;TeleVenda;Vast;2019;63580,12;91726
07/12/2016;TeleVenda;Arena;1789;77326,75;263526
07/12/2016;Telégrafo;Ellipsis;61;3025,47;3329
07/12/2016;Porta a Porta;Arena;924;44546,06;130811
07/12/2016;Telégrafo;Arena;112;8909,15;15797
07/12/2016;TeleVenda;Ellipsis;259;15855,82;15125
07/12/2016;TeleVenda;Arena;199;15814,01;31356
07/12/2016;TeleVenda;Ellipsis;1440;42896,46;78620
07/12/2016;TeleVenda;Mindscape;1579;63631,6;185282
07/12/2016;Porta a Porta;Mindscape;972;35335,03;111438
07/12/2016;Telégrafo;Vast;52;2038,29;2422
08/12/2016;TeleVenda;Mindscape;1519;64211,12;184252
08/12/2016;Porta a Porta;Arena;847;42516,62;122254
08/12/2016;Porta a Porta;Mindscape;853;32961,94;101379
08/12/2016;Telégrafo;Ellipsis;72;5086,87;4350
08/12/2016;TeleVenda;Ellipsis;250;15050,88;15442
08/12/2016;TeleVenda;Vast;2028;65839,09;92472
08/12/2016;TeleVenda;Arena;191;14931,58;29710
08/12/2016;Telégrafo;Mindscape;94;7989,62;11046
08/12/2016;Telégrafo;Vast;111;10411,51;4875
08/12/2016;TeleVenda;Ellipsis;1486;43861,48;81929
08/12/2016;TeleVenda;Mindscape;139;11476,25;17152
08/12/2016;TeleVenda;Vast;305;18420,08;14333
08/12/2016;Porta a Porta;Ellipsis;770;23456,64;42704
08/12/2016;Telégrafo;Arena;117;9679,68;15812
08/12/2016;Porta a Porta;Vast;1127;29717,77;51077
08/12/2016;TeleVenda;Arena;1681;72854,65;251269
09/12/2016;Telégrafo;Vast;65;2621,22;3102
09/12/2016;Telégrafo;Arena;120;7664,98;18008
09/12/2016;Porta a Porta;Mindscape;900;34561,02;108562
09/12/2016;Porta a Porta;Vast;1078;29193,91;49246
09/12/2016;Telégrafo;Ellipsis;55;2519,03;3144
09/12/2016;TeleVenda;Mindscape;1390;57329,09;167245
09/12/2016;TeleVenda;Vast;1821;60374,51;83213
09/12/2016;TeleVenda;Ellipsis;1353;41277,57;75863
09/12/2016;TeleVenda;Mindscape;143;9602,29;17716
09/12/2016;Porta a Porta;Ellipsis;799;24487,07;43512
09/12/2016;TeleVenda;Vast;294;18094,27;14229
09/12/2016;TeleVenda;Ellipsis;238;14655,58;14316
09/12/2016;TeleVenda;Arena;186;13561,96;28631
09/12/2016;Porta a Porta;Arena;969;46724,5;139486
09/12/2016;TeleVenda;Arena;1689;73125,85;252533
09/12/2016;Telégrafo;Mindscape;74;4874,3;9651
10/12/2016;Porta a Porta;Arena;1067;47283,51;149541
10/12/2016;Porta a Porta;Ellipsis;753;23136,59;41276
10/12/2016;TeleVenda;Arena;199;14854,87;30727
10/12/2016;TeleVenda;Ellipsis;243;14588,01;14181
10/12/2016;TeleVenda;Vast;286;17111,78;13326
10/12/2016;Telégrafo;Arena;103;8282,69;14663
10/12/2016;Porta a Porta;Vast;996;27055,97;46218
10/12/2016;Telégrafo;Vast;72;3599,85;3380
10/12/2016;Telégrafo;Ellipsis;61;3586,36;3198
10/12/2016;TeleVenda;Ellipsis;1275;39487,57;70757
10/12/2016;TeleVenda;Arena;1620;69306,53;241386
10/12/2016;Telégrafo;Mindscape;62;4467,48;8316
10/12/2016;Porta a Porta;Mindscape;882;33094,73;107592
10/12/2016;TeleVenda;Vast;1701;56599,23;78477
10/12/2016;TeleVenda;Mindscape;1330;57156,65;159857
10/12/2016;TeleVenda;Mindscape;117;7998,63;14567
11/12/2016;Porta a Porta;Arena;993;43480,33;147084
11/12/2016;Porta a Porta;Mindscape;904;32619,72;117593
11/12/2016;TeleVenda;Mindscape;105;7194,12;12593
11/12/2016;Telégrafo;Ellipsis;46;1742,67;2516
11/12/2016;Porta a Porta;Ellipsis;794;22614,88;43859
11/12/2016;TeleVenda;Mindscape;1529;64397,23;186932
11/12/2016;TeleVenda;Arena;1799;76344,24;271313
11/12/2016;Telégrafo;Vast;62;2481,78;2957
11/12/2016;TeleVenda;Ellipsis;1397;43133,08;78781
11/12/2016;Telégrafo;Mindscape;73;5251,45;8847
11/12/2016;Porta a Porta;Vast;964;25439,48;46288
11/12/2016;TeleVenda;Ellipsis;240;14280,43;13693
11/12/2016;Telégrafo;Arena;91;4601,4;12842
11/12/2016;TeleVenda;Arena;195;13726,99;29778
11/12/2016;TeleVenda;Vast;277;16261,48;12858
11/12/2016;TeleVenda;Vast;1842;63501,04;87634
12/12/2016;TeleVenda;Mindscape;69;3946,16;8100
12/12/2016;Porta a Porta;Mindscape;2492;62988,89;358874
12/12/2016;TeleVenda;Arena;2978;86895,87;465369
12/12/2016;Telégrafo;Arena;145;6620,6;21517
12/12/2016;Telégrafo;Mindscape;83;5246,72;11100
12/12/2016;TeleVenda;Ellipsis;1444;25000,05;87076
12/12/2016;Telégrafo;Ellipsis;58;2572,36;3407
12/12/2016;TeleVenda;Vast;142;7148,71;6526
12/12/2016;TeleVenda;Ellipsis;111;6363,58;6590
12/12/2016;TeleVenda;Arena;121;8290,43;18888
12/12/2016;TeleVenda;Vast;1631;25040,65;82737
12/12/2016;Porta a Porta;Ellipsis;1915;34036,11;111982
12/12/2016;Porta a Porta;Arena;3526;109286,8;533389
12/12/2016;Porta a Porta;Vast;2281;34746,98;118223
12/12/2016;Telégrafo;Vast;64;1772,34;3193
12/12/2016;TeleVenda;Mindscape;1968;50055,09;278619
13/12/2016;Porta a Porta;Vast;2714;39543,57;137873
13/12/2016;Porta a Porta;Ellipsis;1999;35184,14;111685
13/12/2016;TeleVenda;Arena;112;6875,56;16550
13/12/2016;Telégrafo;Vast;63;2115;3150
13/12/2016;TeleVenda;Mindscape;55;3312,21;6988
13/12/2016;TeleVenda;Ellipsis;1204;20666,04;68543
13/12/2016;Telégrafo;Arena;104;5532,44;15620
13/12/2016;TeleVenda;Vast;113;5758,24;4966
13/12/2016;Porta a Porta;Arena;2535;82621,55;372193
13/12/2016;TeleVenda;Vast;1621;24490,85;81708
13/12/2016;Telégrafo;Ellipsis;53;2162,16;3223
13/12/2016;TeleVenda;Ellipsis;102;6296,61;6113
13/12/2016;TeleVenda;Mindscape;1355;32483,86;179802
13/12/2016;Telégrafo;Mindscape;70;2840,36;9501
13/12/2016;TeleVenda;Arena;1869;54980,29;280241
13/12/2016;Porta a Porta;Mindscape;2219;56374,26;303305
14/12/2016;Porta a Porta;Mindscape;1489;46751,46;189592
14/12/2016;TeleVenda;Vast;309;19165,23;14776
14/12/2016;Telégrafo;Arena;97;6180,45;14034
14/12/2016;Telégrafo;Ellipsis;53;2074,19;3005
14/12/2016;TeleVenda;Vast;2157;66491,36;100551
14/12/2016;Porta a Porta;Vast;1922;38498,94;93934
14/12/2016;TeleVenda;Ellipsis;1672;47769,01;93992
14/12/2016;Telégrafo;Mindscape;73;4378,79;9315
14/12/2016;TeleVenda;Ellipsis;257;16496,06;15371
14/12/2016;Porta a Porta;Arena;1370;54555,34;196801
14/12/2016;TeleVenda;Mindscape;142;10301,66;17532
14/12/2016;TeleVenda;Mindscape;1602;63132,38;193436
14/12/2016;TeleVenda;Arena;1789;73187,1;268681
14/12/2016;Porta a Porta;Ellipsis;1405;33387,55;78969
14/12/2016;Telégrafo;Vast;66;3320,22;3533
14/12/2016;TeleVenda;Arena;202;14693,97;30730
15/12/2016;TeleVenda;Vast;325;18579,91;15442
15/12/2016;Telégrafo;Ellipsis;51;3515,95;3335
15/12/2016;Porta a Porta;Mindscape;804;30105,1;93789
15/12/2016;Telégrafo;Vast;65;3569,06;3115
15/12/2016;Telégrafo;Mindscape;112;10860,6;11917
15/12/2016;TeleVenda;Ellipsis;1289;39840,93;72327
15/12/2016;TeleVenda;Vast;1759;59357,74;80618
15/12/2016;TeleVenda;Mindscape;1355;56584,01;160450
15/12/2016;TeleVenda;Mindscape;132;8433,75;16041
15/12/2016;Porta a Porta;Vast;939;25441,79;43575
15/12/2016;TeleVenda;Ellipsis;245;13997,2;14958
15/12/2016;TeleVenda;Arena;1536;65779,9;231701
15/12/2016;Porta a Porta;Ellipsis;718;21685,26;39892
15/12/2016;Porta a Porta;Arena;778;38144,92;114118
15/12/2016;TeleVenda;Arena;206;13949,79;30733
15/12/2016;Telégrafo;Arena;72;4045,12;9897
16/12/2016;Telégrafo;Mindscape;68;5645,93;9546
16/12/2016;TeleVenda;Mindscape;116;7119,84;13486
16/12/2016;TeleVenda;Ellipsis;1274;38359,17;70586
16/12/2016;TeleVenda;Vast;1701;55749,99;79672
16/12/2016;Porta a Porta;Ellipsis;739;22375,65;39839
16/12/2016;TeleVenda;Arena;1395;57749,07;208613
16/12/2016;Porta a Porta;Arena;741;35558,98;107266
16/12/2016;Porta a Porta;Vast;926;25417,77;43975
16/12/2016;TeleVenda;Vast;312;19870,94;14988
16/12/2016;Telégrafo;Vast;71;4397,74;3392
16/12/2016;Telégrafo;Ellipsis;36;1599,29;2150
16/12/2016;Porta a Porta;Mindscape;790;30191,28;93551
16/12/2016;TeleVenda;Ellipsis;264;16605,98;15771
16/12/2016;TeleVenda;Mindscape;1243;49523,18;151085
16/12/2016;Telégrafo;Arena;99;5423,13;14298
16/12/2016;TeleVenda;Arena;221;14869,77;33432
17/12/2016;Porta a Porta;Mindscape;643;25613,25;76456
17/12/2016;TeleVenda;Arena;1368;57116,37;205379
17/12/2016;TeleVenda;Vast;279;18325,46;13745
17/12/2016;Telégrafo;Mindscape;71;5486,81;8984
17/12/2016;TeleVenda;Mindscape;121;8458,48;15294
17/12/2016;TeleVenda;Mindscape;1200;49286,83;145880
17/12/2016;Porta a Porta;Arena;654;32369,19;96235
17/12/2016;Porta a Porta;Ellipsis;526;17710,02;28327
17/12/2016;TeleVenda;Vast;1527;49343,61;70159
17/12/2016;TeleVenda;Ellipsis;237;16733,15;14291
17/12/2016;Porta a Porta;Vast;838;22714,84;38109
17/12/2016;Telégrafo;Arena;75;4703,2;11375
17/12/2016;Telégrafo;Ellipsis;42;3389,34;2368
17/12/2016;Telégrafo;Vast;67;3054,76;2900
17/12/2016;TeleVenda;Ellipsis;1065;34308,98;59255
17/12/2016;TeleVenda;Arena;182;13776,6;28038
18/12/2016;TeleVenda;Ellipsis;1295;40560,69;73163
18/12/2016;Telégrafo;Mindscape;65;5297,45;8338
18/12/2016;TeleVenda;Mindscape;230;12426,76;23372
18/12/2016;Porta a Porta;Vast;853;23863,6;38540
18/12/2016;TeleVenda;Vast;1775;59288,69;81787
18/12/2016;TeleVenda;Vast;266;16955,56;13096
18/12/2016;Porta a Porta;Arena;599;28961,67;86918
18/12/2016;TeleVenda;Arena;190;13046,98;29995
18/12/2016;TeleVenda;Mindscape;1307;52109,76;154573
18/12/2016;Telégrafo;Vast;66;4122,25;3287
18/12/2016;TeleVenda;Arena;1434;57898,44;213773
18/12/2016;Porta a Porta;Mindscape;740;27108,16;83960
18/12/2016;Porta a Porta;Ellipsis;565;18195,37;31162
18/12/2016;TeleVenda;Ellipsis;239;15927,05;14302
18/12/2016;Telégrafo;Arena;86;6658,09;12253
18/12/2016;Telégrafo;Ellipsis;30;2070,68;1671
19/12/2016;Porta a Porta;Arena;488;21686,27;67591
19/12/2016;TeleVenda;Arena;98;5946,83;14772
19/12/2016;TeleVenda;Ellipsis;111;6565,16;6362
19/12/2016;TeleVenda;Arena;1010;30833,39;149081
19/12/2016;Telégrafo;Vast;56;3376,68;2489
19/12/2016;TeleVenda;Mindscape;178;8190,49;16990
19/12/2016;Telégrafo;Arena;64;3502,06;9264
19/12/2016;Porta a Porta;Vast;792;17318,47;38786
19/12/2016;Telégrafo;Ellipsis;27;1126,69;1507
19/12/2016;TeleVenda;Ellipsis;778;15568,16;43853
19/12/2016;TeleVenda;Vast;128;7423,55;6168
19/12/2016;TeleVenda;Vast;1012;18491,93;49307
19/12/2016;Porta a Porta;Ellipsis;505;11967,2;27116
19/12/2016;Telégrafo;Mindscape;55;3685,39;6782
19/12/2016;Porta a Porta;Mindscape;574;18809,5;65105
19/12/2016;TeleVenda;Mindscape;838;23365,76;100923
20/12/2016;Porta a Porta;Mindscape;705;22572,77;78376
20/12/2016;Telégrafo;Vast;48;2604,39;2139
20/12/2016;TeleVenda;Vast;100;5128,76;4790
20/12/2016;Telégrafo;Mindscape;50;3929,03;6965
20/12/2016;TeleVenda;Arena;731;24039,12;109245
20/12/2016;Porta a Porta;Ellipsis;631;14989,65;33288
20/12/2016;Telégrafo;Ellipsis;38;1990,54;2011
20/12/2016;TeleVenda;Arena;97;6115,46;14569
20/12/2016;TeleVenda;Mindscape;110;5243,14;10799
20/12/2016;TeleVenda;Ellipsis;712;13999,71;39920
20/12/2016;Porta a Porta;Vast;938;19692,92;45924
20/12/2016;TeleVenda;Ellipsis;74;4276,27;4390
20/12/2016;Telégrafo;Arena;67;5273,87;9709
20/12/2016;TeleVenda;Vast;949;17151,98;45535
20/12/2016;Porta a Porta;Arena;516;23024,04;73508
20/12/2016;TeleVenda;Mindscape;671;17472,03;81564
21/12/2016;TeleVenda;Mindscape;183;9719,2;19273
21/12/2016;TeleVenda;Vast;1986;59101,67;92179
21/12/2016;TeleVenda;Vast;276;18062,18;13288
21/12/2016;Telégrafo;Vast;60;2698,05;2820
21/12/2016;Porta a Porta;Vast;1120;27539,2;51742
21/12/2016;TeleVenda;Arena;1521;60807,83;227421
21/12/2016;Telégrafo;Mindscape;78;5258,07;9318
21/12/2016;TeleVenda;Ellipsis;1394;41757,09;78073
21/12/2016;TeleVenda;Mindscape;1468;53613,92;172417
21/12/2016;Porta a Porta;Ellipsis;771;23204,28;41137
21/12/2016;Telégrafo;Ellipsis;48;3008,11;3035
21/12/2016;Porta a Porta;Arena;700;33077,5;101729
21/12/2016;Porta a Porta;Mindscape;896;32248,44;103929
21/12/2016;Telégrafo;Arena;87;5725,58;12142
21/12/2016;TeleVenda;Arena;193;14158,14;30286
21/12/2016;TeleVenda;Ellipsis;265;16928,05;15751
22/12/2016;Telégrafo;Vast;67;3942,39;3061
22/12/2016;Telégrafo;Arena;84;5813,69;12488
22/12/2016;TeleVenda;Ellipsis;1205;35222,7;66638
22/12/2016;Porta a Porta;Vast;917;23720,7;40801
22/12/2016;TeleVenda;Vast;330;22590,45;16451
22/12/2016;TeleVenda;Vast;1799;53035,65;82826
22/12/2016;TeleVenda;Ellipsis;273;17958,43;15725
22/12/2016;TeleVenda;Mindscape;1338;49350,49;164529
22/12/2016;TeleVenda;Mindscape;200;12156,74;20984
22/12/2016;Telégrafo;Mindscape;55;3952,82;6869
22/12/2016;TeleVenda;Arena;1489;57670,85;219796
22/12/2016;Porta a Porta;Arena;726;33714,88;107010
22/12/2016;TeleVenda;Arena;195;14502,33;30453
22/12/2016;Porta a Porta;Mindscape;754;27325,65;87697
22/12/2016;Telégrafo;Ellipsis;43;2182,84;2541
22/12/2016;Porta a Porta;Ellipsis;648;19557,73;35279
23/12/2016;Porta a Porta;Arena;675;29915,82;97680
23/12/2016;Porta a Porta;Ellipsis;598;17567,18;32420
23/12/2016;TeleVenda;Ellipsis;1223;34924,43;69375
23/12/2016;TeleVenda;Arena;201;14121,91;30026
23/12/2016;Telégrafo;Arena;88;6445,81;12539
23/12/2016;Telégrafo;Mindscape;53;4332,9;6751
23/12/2016;Porta a Porta;Vast;885;21649,09;39909
23/12/2016;TeleVenda;Vast;305;18941,11;15023
23/12/2016;TeleVenda;Mindscape;1246;47650,66;152846
23/12/2016;TeleVenda;Ellipsis;238;15329;14209
23/12/2016;Telégrafo;Vast;49;2232,91;2227
23/12/2016;TeleVenda;Arena;1584;60319,92;233870
23/12/2016;Telégrafo;Ellipsis;35;1839,41;1857
23/12/2016;Porta a Porta;Mindscape;694;25339,62;80304
23/12/2016;TeleVenda;Mindscape;177;9604,29;18086
23/12/2016;TeleVenda;Vast;1657;46816,99;75616
24/12/2016;TeleVenda;Mindscape;1221;45615,86;144135
24/12/2016;Telégrafo;Vast;75;6644,53;3244
24/12/2016;TeleVenda;Vast;1699;46747,76;78872
24/12/2016;TeleVenda;Arena;1446;56081,09;212236
24/12/2016;TeleVenda;Mindscape;150;8867,44;16815
24/12/2016;Porta a Porta;Ellipsis;629;18221,43;34400
24/12/2016;Porta a Porta;Arena;663;30039,96;93445
24/12/2016;TeleVenda;Vast;297;17898,2;14387
24/12/2016;TeleVenda;Ellipsis;216;12684,49;13069
24/12/2016;TeleVenda;Arena;186;14147,79;29776
24/12/2016;Telégrafo;Arena;90;6840,34;12316
24/12/2016;Telégrafo;Ellipsis;62;4370,2;3538
24/12/2016;Porta a Porta;Vast;977;23020,6;46620
24/12/2016;Porta a Porta;Mindscape;698;24465,54;80830
24/12/2016;TeleVenda;Ellipsis;1229;34708,69;68691
24/12/2016;Telégrafo;Mindscape;94;9090,26;9103
25/12/2016;Porta a Porta;Arena;706;30504,42;97537
25/12/2016;TeleVenda;Arena;195;14005,25;29782
25/12/2016;Telégrafo;Vast;118;10661,92;5137
25/12/2016;TeleVenda;Ellipsis;1343;39008,32;74225
25/12/2016;Telégrafo;Mindscape;77;6264,25;9239
25/12/2016;Porta a Porta;Ellipsis;556;16382,83;29458
25/12/2016;TeleVenda;Vast;286;18072,06;13621
25/12/2016;Telégrafo;Ellipsis;62;5611,7;3479
25/12/2016;Porta a Porta;Vast;869;21519,4;40294
25/12/2016;TeleVenda;Mindscape;153;9141,23;18267
25/12/2016;TeleVenda;Arena;1587;61235,09;234021
25/12/2016;TeleVenda;Ellipsis;224;12645,79;13734
25/12/2016;TeleVenda;Mindscape;1372;53570,01;165093
25/12/2016;Porta a Porta;Mindscape;661;24283,26;76885
25/12/2016;TeleVenda;Vast;1888;52292,86;87565
25/12/2016;Telégrafo;Arena;111;9491,46;14524
26/12/2016;TeleVenda;Arena;111;6792,12;16882
26/12/2016;TeleVenda;Mindscape;89;4592,93;8877
26/12/2016;TeleVenda;Arena;1412;32495,82;209710
26/12/2016;TeleVenda;Vast;1168;15351,34;56907
26/12/2016;Porta a Porta;Arena;681;24863,18;92498
26/12/2016;Porta a Porta;Mindscape;588;17929,73;67473
26/12/2016;Telégrafo;Ellipsis;70;7143,21;3547
26/12/2016;Telégrafo;Arena;166;16874,01;25961
26/12/2016;Telégrafo;Vast;124;13870,64;5360
26/12/2016;Porta a Porta;Ellipsis;480;11608,69;26288
26/12/2016;TeleVenda;Mindscape;1085;21603,17;133652
26/12/2016;Telégrafo;Mindscape;146;26307,3;22293
26/12/2016;TeleVenda;Vast;117;6000,48;5428
26/12/2016;TeleVenda;Ellipsis;813;12699,09;47813
26/12/2016;TeleVenda;Ellipsis;97;5596,02;5849
26/12/2016;Porta a Porta;Vast;605;12122,13;28333
27/12/2016;TeleVenda;Ellipsis;78;4675,5;4545
27/12/2016;Porta a Porta;Mindscape;627;17524,63;74813
27/12/2016;Telégrafo;Ellipsis;181;31304,12;8247
27/12/2016;TeleVenda;Mindscape;52;2854,98;5898
27/12/2016;Telégrafo;Arena;95;9274,43;13691
27/12/2016;TeleVenda;Vast;100;5829,07;4463
27/12/2016;TeleVenda;Arena;80;5352,76;12534
27/12/2016;TeleVenda;Arena;907;19614,15;134343
27/12/2016;Telégrafo;Vast;161;19457,5;8935
27/12/2016;TeleVenda;Ellipsis;657;9998,35;37838
27/12/2016;Porta a Porta;Arena;601;21201,71;82463
27/12/2016;TeleVenda;Mindscape;732;13354,92;90436
27/12/2016;Telégrafo;Mindscape;52;3517,09;6845
27/12/2016;Porta a Porta;Vast;708;12235,43;34198
27/12/2016;Porta a Porta;Ellipsis;490;10703,01;26592
27/12/2016;TeleVenda;Vast;883;10657,9;42555
28/12/2016;TeleVenda;Arena;109;7464,86;16501
28/12/2016;Telégrafo;Arena;87;6108,87;12157
28/12/2016;TeleVenda;Ellipsis;759;13103,75;42833
28/12/2016;Porta a Porta;Ellipsis;525;11689,93;28730
28/12/2016;TeleVenda;Ellipsis;129;7937,72;7734
28/12/2016;Telégrafo;Vast;52;2065,2;2515
28/12/2016;Porta a Porta;Arena;567;21150,07;78045
28/12/2016;TeleVenda;Arena;977;23335,8;143040
28/12/2016;TeleVenda;Vast;1030;13034,09;51249
28/12/2016;TeleVenda;Vast;148;8588,84;6881
28/12/2016;TeleVenda;Mindscape;873;17898,37;107387
28/12/2016;Porta a Porta;Mindscape;672;19431,61;81316
28/12/2016;Telégrafo;Mindscape;51;2942,21;6459
28/12/2016;Porta a Porta;Vast;764;12798,15;37176
28/12/2016;TeleVenda;Mindscape;92;4974,69;10745
28/12/2016;Telégrafo;Ellipsis;43;2218,6;2349
29/12/2016;Porta a Porta;Arena;578;22196,74;80906
29/12/2016;Porta a Porta;Mindscape;649;17983,01;75124
29/12/2016;TeleVenda;Vast;1065;13188,72;51358
29/12/2016;Telégrafo;Vast;52;2546,19;2394
29/12/2016;Porta a Porta;Ellipsis;551;12475,78;29825
29/12/2016;TeleVenda;Ellipsis;123;7476,86;7507
29/12/2016;Telégrafo;Arena;61;3660,27;7877
29/12/2016;TeleVenda;Arena;113;7674,6;17303
